CharacterID,Plan,Priority,Days,Seasons,Weather,Hour,Location,Activity
char_mio,summer,5,All,Summer,Any,22,loc_home_mio,잠
char_mio,rain,10,All,All,Bad,8,loc_home_mio,낚싯줄 손질
char_mio,rain,10,All,All,Bad,11,loc_cafe,비 피하기
char_mio,rain,10,All,All,Bad,16,loc_home_mio,낚싯대 닦기
char_mio,rain,10,All,All,Bad,21,loc_home_mio,잠
char_mireille,default,0,All,All,Any,5,loc_home_mireille,일어나기
char_mireille,default,0,All,All,Any,6,loc_animal_pens,가축 돌보기
char_mireille,default,0,All,All,Any,10,loc_farm_fields,풀밭 산책
char_mireille,default,0,All,All,Any,13,loc_village_square,점심
char_mireille,default,0,All,All,Any,15,loc_animal_pens,가축 돌보기
char_mireille,default,0,All,All,Any,18,loc_home_mireille,양털 손질
char_mireille,default,0,All,All,Any,21,loc_home_mireille,잠
char_mireille,rest,5,Sunday,All,Any,7,loc_home_mireille,기도
char_mireille,rest,5,Sunday,All,Any,9,loc_animal_pens,가축 먹이 주기
char_mireille,rest,5,Sunday,All,Any,11,loc_forest_edge,루네트와 약초 따기
char_mireille,rest,5,Sunday,All,Any,15,loc_cafe,차 마시기
char_mireille,rest,5,Sunday,All,Any,18,loc_home_mireille,휴식
char_mireille,rain,10,All,All,Bad,6,loc_animal_pens,가축 달래기
char_mireille,rain,10,All,All,Bad,10,loc_home_mireille,뜨개질
char_mireille,rain,10,All,All,Bad,15,loc_animal_pens,가축 달래기
char_mireille,rain,10,All,All,Bad,18,loc_home_mireille,휴식
char_milky,default,0,All,All,Any,6,loc_home_milky,우유 데우기
char_milky,default,0,All,All,Any,8,loc_cafe_counter,카페 영업
char_milky,default,0,All,All,Any,18,loc_village_square,저녁 산책
char_milky,default,0,All,All,Any,20,loc_home_milky,가게 정리
char_milky,default,0,All,All,Any,22,loc_home_milky,잠
char_milky,rest,5,Wednesday,All,Any,8,loc_home_milky,늦잠
char_milky,rest,5,Wednesday,All,Any,10,loc_animal_pens,미레유 도와주기
char_milky,rest,5,Wednesday,All,Any,13,loc_market_stall,장보기
char_milky,rest,5,Wednesday,All,Any,16,loc_village_square,산책
char_milky,rest,5,Wednesday,All,Any,19,loc_home_milky,새 메뉴 연습
char_milky,rain,10,Monday|Tuesday|Thursday|Friday|Saturday|Sunday,All,Bad,6,loc_home_milky,우유 데우기
char_milky,rain,10,Monday|Tuesday|Thursday|Friday|Saturday|Sunday,All,Bad,8,loc_cafe_counter,비 오는 날 영업
char_milky,rain,10,Monday|Tuesday|Thursday|Friday|Saturday|Sunday,All,Bad,19,loc_home_milky,가게 정리
char_dravia,default,0,All,All,Any,7,loc_home_dravia,화로 예열
char_dravia,default,0,All,All,Any,9,loc_smithy_anvil,대장간 영업
char_dravia,default,0,All,All,Any,13,loc_cafe,매운 점심
char_dravia,default,0,All,All,Any,14,loc_smithy_anvil,대장간 영업
char_dravia,default,0,All,All,Any,18,loc_village_square,저녁 산책
char_dravia,default,0,All,All,Any,21,loc_home_dravia,잠
char_dravia,rest,5,Sunday,All,Any,8,loc_home_dravia,늦잠
char_dravia,rest,5,Sunday,All,Any,11,loc_forest_edge,광석 찾기
char_dravia,rest,5,Sunday,All,Any,15,loc_pond_dock,물가에서 쉬기
char_dravia,rest,5,Sunday,All,Any,18,loc_cafe,저녁
char_dravia,rest,5,Sunday,All,Any,21,loc_home_dravia,잠
char_dravia,rain,10,Monday|Tuesday|Wednesday|Thursday|Friday|Saturday,All,Bad,7,loc_home_dravia,화로 예열
char_dravia,rain,10,Monday|Tuesday|Wednesday|Thursday|Friday|Saturday,All,Bad,9,loc_smithy_anvil,비 오는 날 제련
char_dravia,rain,10,Monday|Tuesday|Wednesday|Thursday|Friday|Saturday,All,Bad,18,loc_home_dravia,쉬기
char_lichel,default,0,All,All,Any,5,loc_lichel_camp,짐 정리
char_lichel,default,0,All,All,Any,6,loc_market_stall,떠돌이 상점
char_lichel,default,0,All,All,Any,20,loc_village_square,소문 모으기
char_lichel,default,0,All,All,Any,22,loc_lichel_camp,잠
char_lichel,rain,10,All,All,Bad,5,loc_lichel_camp,짐 덮개 치기
char_lichel,rain,10,All,All,Bad,6,loc_market_stall,비 가림막 치고 장사
char_lichel,rain,10,All,All,Bad,20,loc_lichel_camp,젖은 물건 말리기
char_bellamorta,default,0,All,All,Any,7,loc_alchemy_lab,아침 물약 달이기
char_bellamorta,default,0,All,All,Any,11,loc_village_square,비밀 거래 손님 찾기
char_bellamorta,default,0,All,All,Any,13,loc_cafe,홍차 마시며 사람 구경
char_bellamorta,default,0,All,All,Any,15,loc_alchemy_lab,손님 맞기
char_bellamorta,default,0,All,All,Any,18,loc_ruins_plaza,해 질 녘 유적 산책
char_bellamorta,default,0,All,All,Any,20,loc_home_bellamorta,잠
char_bellamorta,rest,5,Sunday,All,Any,8,loc_alchemy_lab,한 주 재고 정리
char_bellamorta,rest,5,Sunday,All,Any,11,loc_ruins_library,금서 읽기
char_bellamorta,rest,5,Sunday,All,Any,16,loc_village_square,소문 모으기
char_bellamorta,rest,5,Sunday,All,Any,20,loc_home_bellamorta,잠
char_bellamorta,rain,10,All,All,Bad,7,loc_alchemy_lab,비 오는 날의 증류
char_bellamorta,rain,10,All,All,Bad,12,loc_cafe,빗소리 들으며 홍차
char_bellamorta,rain,10,All,All,Bad,16,loc_alchemy_lab,젖은 재료 말리기
char_bellamorta,rain,10,All,All,Bad,21,loc_home_bellamorta,잠
char_arachne,default,0,All,All,Any,7,loc_ruins_gate,거미줄 실 잣기
char_arachne,default,0,All,All,Any,11,loc_ruins_library,옷 도안 그리기
char_arachne,default,0,All,All,Any,15,loc_village_square,해 질 녘 마을 옷차림 구경
char_arachne,default,0,All,All,Any,19,loc_home_arachne,잠
char_arachne,summer,5,All,Summer,Any,6,loc_ruins_gate,새벽 실 잣기
char_arachne,summer,5,All,Summer,Any,10,loc_ruins_library,그늘에서 바느질
char_arachne,summer,5,All,Summer,Any,18,loc_ruins_plaza,시원한 밤공기 쐬기
char_arachne,summer,5,All,Summer,Any,20,loc_home_arachne,잠
char_arachne,rain,10,All,All,Bad,8,loc_ruins_gate,젖은 거미줄 고치기
char_arachne,rain,10,All,All,Bad,14,loc_ruins_library,비 오는 날 자수
char_arachne,rain,10,All,All,Bad,20,loc_home_arachne,잠
char_milu,default,0,All,All,Any,6,loc_swamp_boardwalk,이슬 머금은 연잎 모으기
char_milu,default,0,All,All,Any,9,loc_pond_dock,연못에서 물놀이
char_milu,default,0,All,All,Any,15,loc_village_square,마을 구경
char_milu,default,0,All,All,Any,17,loc_home_milu,잠
char_milu,summer,5,All,Summer,Any,6,loc_swamp_boardwalk,아침 물놀이
char_milu,summer,5,All,Summer,Any,10,loc_pond_dock,시원한 연못 물놀이
char_milu,summer,5,All,Summer,Any,17,loc_home_milu,잠
char_milu,rain,10,All,All,Bad,7,loc_swamp_boardwalk,빗방울 받아 마시기
char_milu,rain,10,All,All,Bad,12,loc_swamp_hut,빗소리 흉내 내기
char_milu,rain,10,All,All,Bad,16,loc_swamp_boardwalk,웅덩이에서 춤추기
char_milu,rain,10,All,All,Bad,20,loc_home_milu,잠
char_kasumi,default,0,All,All,Any,6,loc_snow_shrine,사당 청소와 기도
char_kasumi,default,0,All,All,Any,10,loc_village_square,마을 소문 모으기
char_kasumi,default,0,All,All,Any,14,loc_cafe,차 한 잔과 사람 관찰
char_kasumi,default,0,All,All,Any,17,loc_snow_camp,늑대족 야영지 살피기
char_kasumi,default,0,All,All,Any,19,loc_snow_shrine,석등 불 밝히기
char_kasumi,default,0,All,All,Any,21,loc_home_kasumi,잠
char_kasumi,rest,5,Saturday,All,Any,7,loc_snow_shrine,아침 참배
char_kasumi,rest,5,Saturday,All,Any,11,loc_village_square,점괘 봐 주기
char_kasumi,rest,5,Saturday,All,Any,16,loc_snow_shrine,제물 준비
char_kasumi,rest,5,Saturday,All,Any,21,loc_home_kasumi,잠
char_kasumi,rain,10,All,All,Bad,7,loc_snow_shrine,빗속 기도
char_kasumi,rain,10,All,All,Bad,13,loc_home_kasumi,처마 밑에서 부적 쓰기
char_kasumi,rain,10,All,All,Bad,18,loc_snow_shrine,안개 속 등불 지키기
char_kasumi,rain,10,All,All,Bad,21,loc_home_kasumi,잠
char_seira,default,0,All,All,Any,6,loc_ruins_library,고대 문서 지키기
char_seira,default,0,All,All,Any,10,loc_ruins_plaza,햇볕에 비늘 데우기
char_seira,default,0,All,All,Any,13,loc_forest_edge,독초 채집
char_seira,default,0,All,All,Any,16,loc_ruins_library,독 연구 기록
char_seira,default,0,All,All,Any,20,loc_home_seira,잠
char_seira,winter,5,All,Winter,Any,8,loc_ruins_library,따뜻한 곳에서 몸 웅크리기
char_seira,winter,5,All,Winter,Any,11,loc_cafe,따뜻한 차로 몸 녹이기
char_seira,winter,5,All,Winter,Any,16,loc_ruins_library,겨울 해독제 연구
char_seira,winter,5,All,Winter,Any,20,loc_home_seira,잠
char_seira,rain,10,All,All,Bad,7,loc_ruins_library,빗소리 속 해독제 연구
char_seira,rain,10,All,All,Bad,14,loc_ruins_gate,지하 수로 살피기
char_seira,rain,10,All,All,Bad,20,loc_home_seira,잠
char_pipi,default,0,All,All,Any,6,loc_scrap_yard,폐품 분해
char_pipi,default,0,All,All,Any,10,loc_village_square,폐품 사고팔기 흥정
char_pipi,default,0,All,All,Any,13,loc_smithy,대장간 고철 얻기
char_pipi,default,0,All,All,Any,15,loc_scrap_yard,발명품 만들기
char_pipi,default,0,All,All,Any,19,loc_cafe,하루 수입 계산
char_pipi,default,0,All,All,Any,21,loc_home_pipi,잠
char_pipi,scrap,5,Tuesday,All,Any,6,loc_coast_beach,해변 표류물 줍기
char_pipi,scrap,5,Tuesday,All,Any,11,loc_coast_dock,부서진 배 부품 구경
char_pipi,scrap,5,Tuesday,All,Any,15,loc_scrap_yard,주운 물건 고치기
char_pipi,scrap,5,Tuesday,All,Any,21,loc_home_pipi,잠
char_pipi,rain,10,All,All,Bad,7,loc_scrap_yard,비 새는 지붕 고치기
char_pipi,rain,10,All,All,Bad,12,loc_cafe,비 피하며 설계도 그리기
char_pipi,rain,10,All,All,Bad,16,loc_scrap_yard,빗물받이 발명
char_pipi,rain,10,All,All,Bad,21,loc_home_pipi,잠
char_safira,default,0,All,All,Any,6,loc_desert_oasis,새벽 오아시스 약초 살피기
char_safira,default,0,All,All,Any,9,loc_desert_camp,독 조제
char_safira,default,0,All,All,Any,12,loc_village_square,사막 길 안내 손님 찾기
char_safira,default,0,All,All,Any,16,loc_desert_camp,해 질 녘 독 달이기
char_safira,default,0,All,All,Any,19,loc_desert_oasis,모래에 도형 그리기
char_safira,default,0,All,All,Any,21,loc_home_safira,잠
char_safira,summer,5,All,Summer,Any,5,loc_desert_oasis,뜨거워지기 전 약초 채집
char_safira,summer,5,All,Summer,Any,10,loc_desert_camp,그늘에서 조제
char_safira,summer,5,All,Summer,Any,17,loc_desert_oasis,선선한 저녁 산책
char_safira,summer,5,All,Summer,Any,21,loc_home_safira,잠
char_safira,rain,10,All,All,Bad,7,loc_desert_camp,천막 모래주머니 쌓기
char_safira,rain,10,All,All,Bad,12,loc_home_safira,비를 피해 천막 안 정리
char_safira,rain,10,All,All,Bad,18,loc_desert_camp,젖은 모래 말리기
char_safira,rain,10,All,All,Bad,21,loc_home_safira,잠
char_serena,default,0,All,All,Any,6,loc_ruins_library,고문서 먼지 털기
char_serena,default,0,All,All,Any,12,loc_ruins_plaza,석상 비문 읽기
char_serena,default,0,All,All,Any,15,loc_village_square,마을 이야기 받아 적기
char_serena,default,0,All,All,Any,19,loc_home_serena,촛불 아래 시 쓰기
char_serena,friday,5,Friday,All,Any,7,loc_ruins_library,낭독할 시 고르기
char_serena,friday,5,Friday,All,Any,12,loc_cafe,사람들 목소리 듣기
char_serena,friday,5,Friday,All,Any,16,loc_village_square,옛이야기 들려주기
char_serena,friday,5,Friday,All,Any,19,loc_home_serena,오늘 들은 이야기 옮겨 적기
char_serena,rain,10,All,All,Bad,7,loc_ruins_library,빗소리 속 필사
char_serena,rain,10,All,All,Bad,13,loc_ruins_gate,지하 문 너머 기록 찾기
char_serena,rain,10,All,All,Bad,17,loc_home_serena,젖은 책 말리기
char_liriel,default,0,All,All,Any,6,loc_forest_fairy_ring,버섯 고리 지키기
char_liriel,default,0,All,All,Any,10,loc_forest_flower_garden,꽃밭에 빛 나눠 주기
char_liriel,default,0,All,All,Any,13,loc_forest_edge,숲 입구 순찰
char_liriel,default,0,All,All,Any,17,loc_forest_fairy_ring,해 질 녘 순찰
char_liriel,default,0,All,All,Any,20,loc_home_liriel,잠
char_liriel,spring,5,All,Spring,Any,5,loc_forest_fairy_ring,봄꽃 깨우기
char_liriel,spring,5,All,Spring,Any,8,loc_forest_flower_garden,새싹 인사
char_liriel,spring,5,All,Spring,Any,11,loc_farm_fields,밭에 봄 축복 뿌리기
char_liriel,spring,5,All,Spring,Any,16,loc_forest_edge,숲으로 돌아가는 길
char_liriel,spring,5,All,Spring,Any,19,loc_home_liriel,잠
char_liriel,rain,10,All,All,Bad,7,loc_forest_fairy_ring,빗방울 세기
char_liriel,rain,10,All,All,Bad,12,loc_home_liriel,버섯 갓 아래 비 피하기
char_liriel,rain,10,All,All,Bad,16,loc_forest_fairy_ring,젖은 날개 말리기
char_liriel,rain,10,All,All,Bad,20,loc_home_liriel,잠
char_chesca,default,0,All,All,Any,7,loc_ruins_plaza,유물 닦기
char_chesca,default,0,All,All,Any,11,loc_ruins_library,유물 기록 찾기
char_chesca,default,0,All,All,Any,14,loc_ruins_gate,지하 문 틈 구경
char_chesca,default,0,All,All,Any,17,loc_ruins_plaza,해 질 녘 유물 세기
char_chesca,default,0,All,All,Any,20,loc_home_chesca,뚜껑 닫고 잠
char_chesca,wednesday,5,Wednesday,All,Any,6,loc_ruins_plaza,짐 꾸리기
char_chesca,wednesday,5,Wednesday,All,Any,9,loc_village_square,마을 사람 물건 구경
char_chesca,wednesday,5,Wednesday,All,Any,13,loc_cafe,찻잔 감정하기
char_chesca,wednesday,5,Wednesday,All,Any,15,loc_ruins_plaza,마을에서 본 물건 기록
char_chesca,wednesday,5,Wednesday,All,Any,20,loc_home_chesca,뚜껑 닫고 잠
char_chesca,rain,10,All,All,Bad,8,loc_home_chesca,뚜껑 닫고 비 피하기
char_chesca,rain,10,All,All,Bad,13,loc_ruins_library,책장 사이 유물 찾기
char_chesca,rain,10,All,All,Bad,17,loc_home_chesca,보물 세며 잠들기
char_marielle,default,0,All,All,Any,6,loc_coast_rocks,갯바위 조개 캐기
char_marielle,default,0,All,All,Any,10,loc_coast_dock,부두에서 해초 말리기
char_marielle,default,0,All,All,Any,13,loc_pond_dock,마을 연못 손님 맞기
char_marielle,default,0,All,All,Any,17,loc_coast_rocks,저녁 조개 캐기
char_marielle,default,0,All,All,Any,20,loc_home_marielle,산호 동굴에서 잠
char_marielle,summer,5,All,Summer,Any,5,loc_coast_rocks,새벽 진주 캐기
char_marielle,summer,5,All,Summer,Any,9,loc_coast_dock,뱃사람과 이야기
char_marielle,summer,5,All,Summer,Any,12,loc_pond_dock,연못에서 콧노래
char_marielle,summer,5,All,Summer,Any,17,loc_coast_dock,노을 보며 헤엄
char_marielle,summer,5,All,Summer,Any,21,loc_home_marielle,산호 동굴에서 잠
char_marielle,rain,10,All,All,Bad,7,loc_coast_rocks,비 오는 날 조개 줍기
char_marielle,rain,10,All,All,Bad,11,loc_coast_dock,빗속 헤엄
char_marielle,rain,10,All,All,Bad,16,loc_home_marielle,파도 소리 듣기
char_lumina,default,0,All,All,Any,7,loc_forest_flower_garden,꽃가루 모으기
char_lumina,default,0,All,All,Any,10,loc_farm_fields,밭 꽃가루 조사
char_lumina,default,0,All,All,Any,15,loc_village_square,마을 꽃 관찰
char_lumina,default,0,All,All,Any,17,loc_forest_flower_garden,달빛 꽃 기다리기
char_lumina,default,0,All,All,Any,21,loc_home_lumina,고치 안에서 잠
char_lumina,spring,5,All,Spring,Any,6,loc_forest_flower_garden,봄 첫 꽃가루
char_lumina,spring,5,All,Spring,Any,9,loc_forest_edge,숲 입구 꽃 조사
char_lumina,spring,5,All,Spring,Any,13,loc_farm_fields,딸기꽃 관찰
char_lumina,spring,5,All,Spring,Any,17,loc_forest_flower_garden,꽃가루 기록 정리
char_lumina,spring,5,All,Spring,Any,21,loc_home_lumina,고치 안에서 잠
char_lumina,rain,10,All,All,Bad,8,loc_home_lumina,고치 안에서 날개 말리기
char_lumina,rain,10,All,All,Bad,13,loc_forest_fairy_ring,비에 젖은 버섯 관찰
char_lumina,rain,10,All,All,Bad,17,loc_home_lumina,빗소리 들으며 잠
char_neri,default,0,All,All,Any,5,loc_swamp_hut,새벽 날씨 관측
char_neri,default,0,All,All,Any,8,loc_village_square,오늘의 날씨 알리기
char_neri,default,0,All,All,Any,13,loc_pond_dock,연못 개구리 친구 만나기
char_neri,default,0,All,All,Any,16,loc_swamp_hut,구름 기록
char_neri,default,0,All,All,Any,21,loc_home_neri,빗물 측정기 옆에서 잠
char_neri,summer,5,All,Summer,Any,5,loc_swamp_hut,새벽 습도 재기
char_neri,summer,5,All,Summer,Any,8,loc_swamp_boardwalk,여름 무지개 관측
char_neri,summer,5,All,Summer,Any,14,loc_swamp_hut,뜨거운 낮 피하기
char_neri,summer,5,All,Summer,Any,18,loc_swamp_boardwalk,저녁 개골개골 노래
char_neri,summer,5,All,Summer,Any,21,loc_home_neri,잠
char_neri,rain,10,All,All,Bad,5,loc_swamp_boardwalk,빗속 개골개골 노래
char_neri,rain,10,All,All,Bad,8,loc_village_square,비 소식 알리기
char_neri,rain,10,All,All,Bad,13,loc_pond_dock,빗속 연못 수영
char_neri,rain,10,All,All,Bad,16,loc_swamp_hut,빗물 양 재기
char_neri,rain,10,All,All,Bad,21,loc_home_neri,잠
char_aliune,default,0,All,All,Any,6,loc_forest_flower_garden,꽃 상처 돌보기
char_aliune,default,0,All,All,Any,9,loc_forest_edge,숲 입구 약초 치료
char_aliune,default,0,All,All,Any,13,loc_farm_fields,시든 작물 살피기
char_aliune,default,0,All,All,Any,16,loc_forest_edge,약초 물 주기
char_aliune,default,0,All,All,Any,19,loc_home_aliune,온실에서 잠
char_aliune,summer,5,All,Summer,Any,5,loc_forest_flower_garden,한여름 물 주기
char_aliune,summer,5,All,Summer,Any,8,loc_farm_fields,밭에 그늘 만들기
char_aliune,summer,5,All,Summer,Any,15,loc_forest_edge,마른 잎 치료
char_aliune,summer,5,All,Summer,Any,19,loc_home_aliune,온실에서 잠
char_aliune,rain,10,All,All,Bad,7,loc_home_aliune,온실 창문 닫기
char_aliune,rain,10,All,All,Bad,11,loc_forest_flower_garden,빗물 모으기
char_aliune,rain,10,All,All,Bad,16,loc_home_aliune,젖은 뿌리 쉬게 하기
char_noctia,default,0,All,All,Any,7,loc_forest_witch_hut,까마귀에게 모이 주기
char_noctia,default,0,All,All,Any,10,loc_ruins_library,옛 예언 기록 읽기
char_noctia,default,0,All,All,Any,14,loc_village_square,광장 구석에서 운세 봐 주기
char_noctia,default,0,All,All,Any,17,loc_forest_witch_hut,달빛 약초 달이기
char_noctia,default,0,All,All,Any,21,loc_home_noctia,까마귀와 잠
char_noctia,winter,5,All,Winter,Any,8,loc_forest_witch_hut,눈 위 발자국 읽기
char_noctia,winter,5,All,Winter,Any,12,loc_forest_fairy_ring,겨울 별자리 점
char_noctia,winter,5,All,Winter,Any,16,loc_forest_witch_hut,약초차 끓이기
char_noctia,winter,5,All,Winter,Any,20,loc_home_noctia,긴 밤 예언서 읽기
char_noctia,rain,10,All,All,Bad,7,loc_forest_witch_hut,처마 밑 까마귀와 비 피하기
char_noctia,rain,10,All,All,Bad,12,loc_home_noctia,오두막 안에서 예언서 옮겨 쓰기
char_noctia,rain,10,All,All,Bad,17,loc_forest_witch_hut,빗물 모으기
char_noctia,rain,10,All,All,Bad,21,loc_home_noctia,잠
char_ragh,default,0,All,All,Any,6,loc_snow_camp,새벽 경계
char_ragh,default,0,All,All,Any,9,loc_village_square,마을 순찰
char_ragh,default,0,All,All,Any,13,loc_smithy,무기 손질 맡기기
char_ragh,default,0,All,All,Any,16,loc_snow_camp,사냥감 손질
char_ragh,default,0,All,All,Any,21,loc_home_ragh,천막에서 잠
char_ragh,winter,5,All,Winter,Any,6,loc_snow_camp,눈길 발자국 살피기
char_ragh,winter,5,All,Winter,Any,10,loc_snow_shrine,사당 둘레 순찰
char_ragh,winter,5,All,Winter,Any,14,loc_snow_camp,장작 패기
char_ragh,winter,5,All,Winter,Any,21,loc_home_ragh,천막에서 잠
char_ragh,rain,10,All,All,Bad,6,loc_snow_camp,천막 줄 점검
char_ragh,rain,10,All,All,Bad,11,loc_home_ragh,천막 안에서 칼 갈기
char_ragh,rain,10,All,All,Bad,16,loc_snow_camp,비 그친 뒤 순찰
char_ragh,rain,10,All,All,Bad,21,loc_home_ragh,잠
char_rize,default,0,All,All,Any,6,loc_ruins_gate,봉인된 문 분석
char_rize,default,0,All,All,Any,10,loc_ruins_library,옛 문자 대조
char_rize,default,0,All,All,Any,13,loc_village_square,사람들 표정 관찰
char_rize,default,0,All,All,Any,17,loc_ruins_plaza,석상 자료 기록
char_rize,default,0,All,All,Any,21,loc_home_rize,정비 캡슐에서 충전
char_rize,spring,5,All,Spring,Any,6,loc_ruins_gate,봄 관측 준비
char_rize,spring,5,All,Spring,Any,9,loc_farm_fields,새싹 자라는 모습 기록
char_rize,spring,5,All,Spring,Any,14,loc_cafe,사람들 웃음 관찰
char_rize,spring,5,All,Spring,Any,18,loc_ruins_plaza,관측 자료 정리
char_rize,spring,5,All,Spring,Any,21,loc_home_rize,정비 캡슐에서 충전
char_rize,rain,10,All,All,Bad,6,loc_ruins_library,옛 문자 해독
char_rize,rain,10,All,All,Bad,11,loc_home_rize,캡슐 안 방수 점검
char_rize,rain,10,All,All,Bad,16,loc_ruins_gate,빗소리 녹음
char_rize,rain,10,All,All,Bad,21,loc_home_rize,충전
char_sharia,default,0,All,All,Any,6,loc_coast_rocks,새벽 수영 훈련
char_sharia,default,0,All,All,Any,9,loc_home_sharia,망루 근무
char_sharia,default,0,All,All,Any,13,loc_pond_dock,마을 아이들 수영 가르치기
char_sharia,default,0,All,All,Any,17,loc_coast_dock,저녁 구조 연습
char_sharia,default,0,All,All,Any,21,loc_home_sharia,망루 아래에서 잠
char_sharia,summer,5,All,Summer,Any,5,loc_coast_rocks,새벽 잠수
char_sharia,summer,5,All,Summer,Any,8,loc_home_sharia,망루 근무
char_sharia,summer,5,All,Summer,Any,12,loc_coast_dock,해수욕 안전 관리
char_sharia,summer,5,All,Summer,Any,17,loc_home_sharia,노을 경계
char_sharia,summer,5,All,Summer,Any,21,loc_home_sharia,망루 아래에서 잠
char_sharia,rain,10,All,All,Bad,6,loc_home_sharia,거친 파도 경계
char_sharia,rain,10,All,All,Bad,12,loc_coast_dock,부두 밧줄 점검
char_sharia,rain,10,All,All,Bad,16,loc_home_sharia,망루에서 대기
char_sharia,rain,10,All,All,Bad,21,loc_home_sharia,잠
char_censia,default,0,All,All,Any,5,loc_desert_oasis,물 긷기
char_censia,default,0,All,All,Any,8,loc_desert_camp,사피라의 짐 싣기
char_censia,default,0,All,All,Any,11,loc_market_stall,가판대에 물건 배달
char_censia,default,0,All,All,Any,14,loc_village_square,운송 주문 받기
char_censia,default,0,All,All,Any,17,loc_desert_camp,짐 정리
char_censia,default,0,All,All,Any,21,loc_home_censia,마구간에서 잠
char_censia,summer,5,All,Summer,Any,5,loc_desert_camp,새벽 운송 출발
char_censia,summer,5,All,Summer,Any,8,loc_market_stall,이른 배달
char_censia,summer,5,All,Summer,Any,12,loc_home_censia,한낮 더위 피해 쉬기
char_censia,summer,5,All,Summer,Any,17,loc_desert_oasis,저녁 물 긷기
char_censia,summer,5,All,Summer,Any,21,loc_home_censia,마구간에서 잠
char_censia,rain,10,All,All,Bad,7,loc_home_censia,마구간 지붕 손보기
char_censia,rain,10,All,All,Bad,11,loc_desert_camp,젖은 짐 말리기
char_censia,rain,10,All,All,Bad,16,loc_home_censia,발굽 손질
char_censia,rain,10,All,All,Bad,21,loc_home_censia,잠
char_harka,default,0,All,All,Any,6,loc_swamp_boardwalk,안개 속 발자국 순찰
char_harka,default,0,All,All,Any,9,loc_forest_edge,숲 가장자리 냄새 추적
char_harka,default,0,All,All,Any,13,loc_village_square,마을 순찰 보고
char_harka,default,0,All,All,Any,17,loc_swamp_hut,네리와 날씨 확인
char_harka,default,0,All,All,Any,21,loc_home_harka,오두막에서 잠
char_harka,tuesday,5,Tuesday,All,Any,6,loc_swamp_boardwalk,새벽 순찰
char_harka,tuesday,5,Tuesday,All,Any,9,loc_coast_beach,해변 표류물 냄새 맡기
char_harka,tuesday,5,Tuesday,All,Any,14,loc_village_square,순찰 보고
